images,f1,f2,f3a,f3b,f4a,f4b,f5a,f5b,f6,f7
data/SGSM/town05/done_RouteScenario_23/images/ts_415_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_728_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_16_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1052_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_608_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_630_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1488_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1465_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1572_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1700_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1646_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1694_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_753_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1600_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_409_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1239_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1109_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_168_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_433_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1139_img_0.jpg,0,0,1,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_386_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_132_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1500_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_37_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_159_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1601_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_7_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_148_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_722_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_455_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_524_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_483_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_737_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_129_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1637_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1254_img_0.jpg,0,0,0,1,0,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1533_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_174_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_316_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1174_img_0.jpg,0,1,0,1,0,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1198_img_0.jpg,0,1,0,1,0,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_795_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_798_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_187_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1671_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1098_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_424_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_48_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1445_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1415_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_879_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_157_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1502_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_996_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_31_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_154_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1492_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1656_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_34_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_662_img_0.jpg,1,0,0,0,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_184_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_681_img_0.jpg,1,0,0,0,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1046_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_941_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_716_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1554_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1226_img_0.jpg,0,1,0,1,0,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_336_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_823_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1331_img_0.jpg,0,1,0,1,0,1,1,1,0,1
data/SGSM/town05/done_RouteScenario_23/images/ts_506_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_764_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_930_img_0.jpg,0,0,1,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_549_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1148_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_501_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_761_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1650_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1404_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_393_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_752_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_642_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_621_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_314_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_13_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1114_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_270_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1368_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1035_img_0.jpg,0,0,1,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1673_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_5_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1290_img_0.jpg,0,1,0,1,0,1,1,1,0,1
data/SGSM/town05/done_RouteScenario_23/images/ts_1382_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_803_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_939_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1456_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_482_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1126_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_532_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_909_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1063_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1383_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_30_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1599_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1610_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1232_img_0.jpg,0,0,1,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_550_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1516_img_0.jpg,0,0,1,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_738_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_26_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_864_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_573_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_2_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_962_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_128_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1624_img_0.jpg,0,0,1,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_797_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1000_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_554_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_52_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_465_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_339_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1345_img_0.jpg,0,1,0,1,0,1,1,1,0,1
data/SGSM/town05/done_RouteScenario_23/images/ts_946_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1575_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_657_img_0.jpg,1,0,0,0,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_963_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1432_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_161_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1505_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1166_img_0.jpg,0,1,0,1,0,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_796_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1211_img_0.jpg,0,1,0,1,0,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1152_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1684_img_0.jpg,0,0,1,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_178_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_195_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1150_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1640_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_511_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1147_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_526_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_983_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_96_img_0.jpg,0,0,1,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1074_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1669_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_561_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_290_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_675_img_0.jpg,1,0,0,0,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1625_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1604_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1236_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1059_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1655_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_726_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_149_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1638_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1218_img_0.jpg,0,1,0,1,0,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_611_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_173_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1271_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_212_img_0.jpg,0,0,1,1,0,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_56_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1344_img_0.jpg,0,1,0,1,0,1,1,1,0,1
data/SGSM/town05/done_RouteScenario_23/images/ts_751_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1118_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1253_img_0.jpg,0,0,0,1,0,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_102_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_120_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_527_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1429_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_426_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_257_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_620_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_291_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_136_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_558_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1483_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1603_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_325_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1557_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1563_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1540_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1212_img_0.jpg,0,1,0,1,0,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1611_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1664_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_655_img_0.jpg,1,0,0,0,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1614_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_360_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_987_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1127_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_785_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_368_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_248_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1321_img_0.jpg,0,1,0,1,0,1,1,1,0,1
data/SGSM/town05/done_RouteScenario_23/images/ts_1386_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_147_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_779_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_555_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_44_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_419_img_0.jpg,0,1,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_990_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1562_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_8_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_1519_img_0.jpg,0,0,1,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_23/images/ts_880_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_500_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_312_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_634_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_156_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_593_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_215_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_498_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_204_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_381_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_523_img_0.jpg,0,0,0,1,0,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_276_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_688_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_131_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_350_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_690_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_679_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_678_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_619_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_563_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_206_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_123_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_537_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_576_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_250_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_362_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_661_img_0.jpg,0,0,1,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_155_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_567_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_246_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_322_img_0.jpg,1,0,0,0,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_473_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_494_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_99_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_245_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_512_img_0.jpg,0,0,1,1,0,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_457_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_387_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_599_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_152_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_20/images/ts_686_img_0.jpg,0,0,0,1,0,0,0,0,0,0
